Name|Age|Hometown|Boarded|Destination|Lifeboat|Body|Pclass|Survived|CrewDept|Position|Gender
Moyes, Mr. William Young|23|Stirling, Scotland|Belfast||||C|FALSE|E|Senior Sixth Engineer|M
Murdock, Mr. William|34|Belfast, Ireland|Belfast||B||C|TRUE|E|Fireman/Stoker|M
Nettleton, Mr. George Walter|29|St. Denys, Hampshire, England|Southampton||||C|FALSE|E|Fireman/Stoker|M
Newman, Mr. Charles Thomas|32|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Engineering Storekeeper|M
Noon, Mr. John|35|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Fireman/Stoker|M
Norris, Mr. James|22|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Fireman/Stoker|M
Noss, Mr. Bertram Arthur|21|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Fireman/Stoker|M
Noss, Mr. Henry|31|Southampton, Hampshire, England|Southampton||15||C|TRUE|E|Fireman/Stoker|M
Nutbean, Mr. William|31|Southampton, Hampshire, England|Southampton||3||C|TRUE|E|Fireman/Stoker|M
O'Connor, Mr. John|25|Southampton, Hampshire, England|Southampton||B||C|TRUE|E|Trimmer|M
Olive, Mr. Charles|31|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Greaser|M
Oliver, Mr. H.|32|Southampton, Hampshire, England|Southampton||3||C|TRUE|E|Fireman/Stoker|M
Othen, Mr. Charles|36|Southampton, Hampshire, England|Southampton||11||C|TRUE|E|Fireman/Stoker|M
Paice, Mr. Richard Charles John|32|Kingsclere, Hampshire, England|Southampton||||C|FALSE|E|Fireman/Stoker|M
Painter, Mr. Charles|31|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Fireman/Stoker|M
Painter, Mr. Frank|29|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Fireman/Stoker|M
Palles, Mr. Thomas Henry Michael|45|Liverpool, England|Southampton||||C|FALSE|E|Greaser|M
Parsons, Mr. Frank Alfred|27|Southampton, Hampshire, England|Belfast||||C|FALSE|E|Senior Fifth Engineer|M
Pearce, Mr. John|28|Southampton, Hampshire, England|Southampton||15||C|TRUE|E|Fireman/Stoker|M
Pelham, Mr. George|39|Southampton, Hampshire, England|Southampton||16||C|TRUE|E|Trimmer|M
Perry, Mr. Edgar Lionel|19|Southampton, Hampshire, England|Southampton||?||C|TRUE|E|Trimmer|M
Perry, Mr. Henry Frederick|23|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Trimmer|M
Phillips, Mr. G.|27|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Greaser|M
Pitfield, Mr. William James|25|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Greaser|M
Podesta, Mr. John|25|Southampton, Hampshire, England|Southampton||3||C|TRUE|E|Fireman/Stoker|M
Pond, Mr. George|32|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Fireman/Stoker|M
Prangnell, Mr. George|31|Southampton, Hampshire, England|Southampton||B||C|TRUE|E|Greaser|M
Preston, Mr. Thomas Charles Alfred|20|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Trimmer|M
Priest, Mr. Arthur J.|23|Southampton, Hampshire, England|Southampton||15||C|TRUE|E|Fireman/Stoker|M
Proudfoot, Mr. Richard Royston|22|Plymouth, Devon, England|Southampton||||C|FALSE|E|Trimmer|M
Pugh, Mr. Percy|31|Hampshire, England|Southampton||||C|FALSE|E|Leading Fireman|M
Pusey, Mr. William Robert Holland|24|Hythe, Hampshire, England|Southampton||1||C|TRUE|E|Fireman/Stoker|M
Ranger, Mr. Thomas G.|29|Southampton, Hampshire, England|Southampton||4||C|TRUE|E|Greaser|M
Read, Mr. Joseph|20|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Trimmer|M
Reed, Mr. Robert|30|Gosport, Hampshire, England|Southampton||||C|FALSE|E|Trimmer|M
Reeves, Mr. Robert|30|Southampton, Hampshire, England|Southampton|||280MB|C|FALSE|E|Fireman/Stoker|M
Rice, Mr. Charles|32|Southampton, Hampshire, England|Southampton||10||C|TRUE|E|Fireman/Stoker|M
Richards, Mr. Joseph James|30|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Fireman/Stoker|M
Rickman, Mr. George Albert|36|Milford, Hampshire, England|Southampton||||C|FALSE|E|Fireman/Stoker|M
Roberts, Mr. Robert George|35|Bransgore, Hampshire, England|Southampton||||C|FALSE|E|Fireman/Stoker|M
Rous, Mr. Arthur John|26|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Plumber|M
Rudd, Mr. Henry|23|Southampton, Hampshire, England|Southampton|||86MB|C|FALSE|E|Engineering Storkeeper|M
Rutter, Mr. Sidney|27|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Fireman/Stoker|M
Sangster, Mr. Charles Edward|30|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Fireman/Stoker|M
Saunders, Mr. Thomas||Southampton, Hampshire, England|Southampton||||C|FALSE|E|Fireman/Stoker|M
Saunders, Mr. W.|30|Southampton, Hampshire, England|Southampton|||184MB|C|FALSE|E|Fireman/Stoker|M
Saunders, Mr. W.|23|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Trimmer|M
Scott, Mr. Archibald|40|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Fireman/Stoker|M
Scott, Mr. Frederick|28|Southampton, Hampshire, England|Southampton||4||C|TRUE|E|Greaser|M
Self, Mr. Alfred Henry|40|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Greaser|M
Self, Mr. Edward|25|Southampton, Hampshire, England|Southampton||?||C|TRUE|E|Fireman/Stoker|M
Senior, Mr. Henry|31|London, England|Southampton||B||C|TRUE|E|Fireman/Stoker|M
Shea, Mr. Thomas|29|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Fireman/Stoker|M
Sheath, Mr. Frederick|20|Southampton, Hampshire, England|Southampton||1||C|TRUE|E|Trimmer|M
Shepherd, Mr. Johnathan|32|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Junior Assistant Second Engineer|M
Shiers, Mr. Alfred|24|Southampton, Hampshire, England|Southampton||5||C|TRUE|E|Fireman/Stoker|M
Shillaber, Mr. Charles|20|Southampton, Hampshire, England|Southampton|||195MB|C|FALSE|E|Trimmer|M
Skeates, Mr. William|26|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Trimmer|M
Sloan, Mr. Peter|31|Southampton, Hampshire, England|Belfast||||C|FALSE|E|Chief Electrician|M
Small, Mr. William|40|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Leading Fireman|M
Smith, Mr. Ernest George|27|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Trimmer|M
Smith, Mr. James Muil|35|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Junior Fourth Engineer|M
Smither, Mr. Harry James|22|Kilburn, Middlesex, England|Southampton||||C|FALSE|E|Fireman/Stoker|M
Snellgrove, Mr. George|41|Millbrook, Hampshire, England|Southampton||||C|FALSE|E|Fireman/Stoker|M
Snooks, Mr. W|26|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Trimmer|M
Snowberger, Mr. Eustace Philip|21|Southampton, Hampshire, England|Southampton||B||C|TRUE|E|Trimmer|M
Sparkman, Mr. Henry|36|Southampton, Hampshire, England|Southampton||?||C|TRUE|E|Fireman/Stoker|M
Stafford, Mr. Michael (Albert Briant)|34|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Greaser|M
Stanbrook, Mr. Augustus|30|Southampton, Hampshire, England|Southampton|||316M|C|FALSE|E|Fireman/Stoker|M
Steel, Mr. Robert Edward|30|Guernsey, Channel Islands|Southampton||||C|FALSE|E|Trimmer|M
Stocker, Mr. Henry Dorey|20|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Trimmer|M
Street, Mr. Henry Albert|25|Southampton, Hampshire, England|Southampton||9||C|TRUE|E|Fireman/Stoker|M
Stubbs, Mr. James Henry|28|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Fireman/Stoker|M
Sullivan Mr. S.|25|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Fireman/Stoker|M
Taylor, Mr. James|25|Southampton, Hampshire, England|Southampton||1||C|TRUE|E|Fireman/Stoker|M
Taylor, Mr. John|32|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Fireman/Stoker|M
Taylor, Mr. T.|42|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Fireman/Stoker|M
Taylor, Mr. William Henry|28|Southampton, Hampshire, England|Southampton||15||C|TRUE|E|Fireman/Stoker|M
Thomas, Mr. James|27|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Fireman/Stoker|M
Thompson, Mr. John William|42|Liverpool, England|Southampton||A/14||C|TRUE|E|Fireman/Stoker|M
Threlfall, Mr. Thomas|38|Liverpool, England|Southampton||14||C|TRUE|E|Leading Fireman|M
Thresher, Mr. George|25|Southampton, Hampshire, England|Southampton||?||C|TRUE|E|Fireman/Stoker|M
Tizard, Mr. Arthur Leopold|31|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Fireman/Stoker|M
Tozer, Mr. James|32|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Greaser|M
Triggs, Mr. Robert|41|Southampton, Hampshire, England|Southampton||3||C|TRUE|E|Fireman/Stoker|M
Turley, Mr. Richard|37|Newry, Down, Ireland|Southampton||||C|FALSE|E|Fireman/Stoker|M
van der Brugge, Mr. Wessel Adrianus|42|Delfshaven, Rotterdam, Netherlands|Southampton||||C|FALSE|E|Fireman/Stoker|M
Veal, Mr. Arthur|36|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Greaser|M
Vear, Mr. Henry|32|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Fireman/Stoker|M
Vear, Mr. W.|32|Southampton, Hampshire, England|Southampton|||59MB|C|FALSE|E|Fireman/Stoker|M
Ward, Mr. Arthur|24|Romsey, England|Belfast||||C|FALSE|E|Junior Assistant Fourth Engineer|M
Ward, Mr. Joseph|31|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Leading Fireman|M
Wardner, Mr. Frederick Albert|39|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Fireman/Stoker|M
Wateridge, Mr. Edward Lewis|25|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Fireman/Stoker|M
Watson, Mr. W.|27|Southampton, Hampshire, England|Southampton|||158MB|C|FALSE|E|Fireman/Stoker|M
Webb, Mr. Samuel Francis|28|Salford, Manchester, Lancashire, England|Southampton||||C|FALSE|E|Trimmer|M
Webber, Mr. Francis Albert|31|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Leading Fireman|M
White, Mr. Alfred|32|Southampton, Hampshire, England|Southampton||4||C|TRUE|E|Greaser|M
White, Mr. Frank Leonard|27|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Trimmer|M
White, Mr. William George|23|Salisbury, Wiltshire, England|Southampton||15||C|TRUE|E|Trimmer|M
Williams, Mr. Samuel Solomon|26|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Fireman/Stoker|M
Wilson, Mr. Bertie|28|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Senior Assistant Second Engineer|M
Wilton, Mr. William|45|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Trimmer|M
Witcher, Mr. Alfred|40|Lymington, England|Southampton||||C|FALSE|E|Fireman/Stoker|M
Witt, Mr. F.||Southampton, Hampshire, England|Southampton||||C|FALSE|E|Trimmer|M
Witt, Mr. Henry Dennis|40|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Fireman/Stoker|M
Woodford, Mr. Frederick|41|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Greaser|M
Wood, Mr. Henry|31|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Trimmer|M
Wyeth, Mr. James Robert|26|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Fireman/Stoker|M
Young, Mr. Francis James|30|Southampton, Hampshire, England|Southampton||||C|FALSE|E|Fireman/Stoker|M
Abbott, Mr. Ernest Owen|21|Southampton, Hampshire, England|Southampton||||C|FALSE|V|First Class Lounge Pantry Steward|M
Ahier, Mr. Percy Snowden|20|Southampton, Hampshire, England|Southampton||||C|FALSE|V|First Class Saloon Steward|M
Akerman, Mr. Albert|28|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Third Class Steward|M
Akerman, Mr. Joseph Francis|35|Southampton, Hampshire, England|Southampton|||205MB|C|FALSE|V|Asst. Pantry Steward|M
Allan, Mr. Robert Spencer|36|Shirley, Hampshire, England|Southampton||||C|FALSE|V|First Class Bedroom Steward|M
Allen, Mr. George|26|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Scullion|M
Allen, Mr. Frederick|17|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Lift Steward|M
Allsop, Mr. Frank Richard|41|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Bedroom Steward|M
Anderson, Mr. Walter J.|48|Southampton, Hampshire, England|Southampton|||146MB|C|FALSE|V|Bedroom Steward|M
Andrews, Mr. Charles Edward|19|Southampton, Hampshire, England|Southampton||16||C|TRUE|V|Assistant Second Class Saloon Steward|M
Ashcroft, Mr. Austin Aloysius|26|Seacombe, Cheshire, England|Southampton||||C|FALSE|V|Clerk|M
Ashe, Mr. Henry Wellesley|32|Liverpool, Lancashire, England|Southampton|||34MB|C|FALSE|V|Glory Hole Steward|M
Ayling, Mr. George Edwin|22|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Assistant Vegetable Cook|M
Back, Mr. Charles Frederick|32|Southampton, Hampshire, England|Belfast||||C|FALSE|V|Assistant Lounge Steward|M
Baggott, Mr. Allen Marden|28|Itchen, Hampshire, England|Southampton||9||C|TRUE|V|First Class Saloon Steward|M
Bagley, Mr. Edward Ernest|31|Southampton, Hampshire, England|Southampton||||C|FALSE|V|First Class Saloon Steward|M
Bailey, Mr. George Francis|36|Shepperton, London, England|Belfast|||161MB|C|FALSE|V|Second Class Saloon Steward|M
Ball, Mr. Percy|19|Southampton, Hampshire, England|Southampton||13||C|TRUE|V|First Class Plate Steward|M
Barker, Mr. Albert Vale|19|Winchester, Hampshire, England|Southampton||||C|FALSE|V|Assistant Baker|M
Barker, Mr. Ernest T.|37|London, England|Southampton|||159MB|C|FALSE|V|First Class Saloon Steward|M
Barker, Mr. Reginald Lomond|40|Southampton, Hampshire, England|Belfast||||C|FALSE|V|Assistant Purser|M
Barlow, Mr. George|36|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Second Class Bedroom Steward|M
Barnes, Mr. Frederick|37|Southampton, Hampshire, England|Southampton|||26{?}MB[19]|C|FALSE|V|Assistant Baker|M
Barratt, Mr. Arthur|15|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Bell Boy|M
Barringer, Mr. Arthur William|33|Southampton, Hampshire, England|Belfast||||C|FALSE|V|First Class Saloon Steward|M
Barrow, Mr. Harry|35|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Assistant Butcher|M
Barrows, Mr. William|32|London, England|Southampton||||C|FALSE|V|First Class Saloon Steward|M
Barton, Mr. Sidney John|25|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Third Class Steward|M
Baxter, Mr. Harry Ross|51|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Third Class Steward|M
Baxter, Mr. Thomas Ferguson|48|Southampton, Hampshire, England|Southampton|||235MB|C|FALSE|V|Linen Steward|M
Bedford, Mr. William Barnet|31|Itchen, Hampshire, England|Southampton||||C|FALSE|V|Assistant Roast Cook|M
Beedem, Mr. George Arthur|34|London, England|Southampton||||C|FALSE|V|Second Class Bedroom Steward|M
Beere, Mr. William|19|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Kitchen Porter|M
Benham, Mr. Frederick|29|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Second Class Saloon Steward|M
Bennett, Mrs. Mabel|30|Southampton, Hampshire, England|Southampton||5||C|TRUE|V|First Class Stewardess|F
Bessant, Mr. Edward William|31|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Baggage Steward|M
Best, Mr. Alfred|38|Southampton, Hampshire, England|Belfast||||C|FALSE|V|First Class Saloon Steward|M
Blake, Mr. Seaton|26|Southampton, Hampshire, England|Belfast||||C|FALSE|V|Mess Steward|M
Bishop, Mr. Walter Alexander|34|Southampton, Hampshire, England|Belfast||||C|FALSE|V|First Class Bedroom Steward|M
Bliss, Mrs. Emma (née Junod)|45|London, England|Southampton||15||C|TRUE|V|First Class Stewardess|F
Bochatay, Mr. Alexis Joseph|30|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Assistant Chef|M
Bogie, Mr. Norman Leslie|29|Eastleigh, Hampshire, England|Southampton|||274MB|C|FALSE|V|Second Class Bedroom Steward|M
Bond, Mr. William John|40|Southampton, Hampshire, England|Belfast||||C|FALSE|V|First Class Bedroom Steward|M
Boothby, Mr. W.|36|Southampton, Hampshire, England|Southampton|||107MB|C|FALSE|V|Second Class Bedroom Steward|M
Boston, Mr. William John|30|Southampton, Hampshire, England|Belfast||||C|FALSE|V|Assistant Deck Steward|M
Boughton, Mr. B.|24|Southampton, Hampshire, England|Southampton||||C|FALSE|V|First Class Saloon Steward|M
Boyd, Mr. John|35|Southampton, Hampshire, England|Southampton||||C|FALSE|V|First Class Saloon Steward|M
Boyes, Mr. John Henry|36|Southampton, Hampshire, England|Belfast||||C|FALSE|V|First Class Saloon Steward|M
Bradshaw, Mr. J.A.|43|Southampton, Hampshire, England|Southampton||||C|FALSE|V|First Class Plate Steward|M
Brewster, Mr. George H.|48|Southampton, Hampshire, England|Belfast||||C|FALSE|V|First Class Bedroom Steward|M
Bride, Mr. Harold Sydney|22|Southampton, Hampshire, England|Belfast||B||C|TRUE|V|Assistant Telegraphist|M
Bristow, Mr. Robert Charles|31|Southampton, Hampshire, England|Southampton|||290MB|C|FALSE|V|Third Class Steward|M
Bristow, Mr. Harry|33|Looe, Cornwall|Southampton||||C|FALSE|V|First Class Saloon Steward|M
Brookman, Mr, John|27|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Third Class Steward|M
Broom, Mr. H.|33|Cowes, Isle of Wight, England|Belfast||||C|FALSE|V|Bath Steward|M
Broome, Mr. Athol Frederick|30|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Verandah Steward|M
Brown, Mr. Edward|34|Southampton, Hampshire, England|Belfast||A||C|TRUE|V|Saloon Steward|M
Brown, Mr. Walter James|28|Southampton, Hampshire, England|Belfast||||C|FALSE|V|Saloon Steward|M
Buckley, Mr. H.E.|34|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Assistant Vegetable Cook|M
Bull, Mr. W.|30|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Scullion|M
Bulley, Mr. Henry Ashburnham|21|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Boots|M
Bunnell, Mr. Wilfred|20|Southampton, Hampshire, England|Belfast||||C|FALSE|V|Plate Steward|M
Burgess, Mr. Charles Reginald|18|Southampton, Hampshire, England|Southampton||15||C|TRUE|V|Extra Third Baker|M
Burke, Mr. Richard Edward|30|Chandler's Ford, Hampshire, England|Belfast||||C|FALSE|V|Lounge Steward|M
Burke, Mr. William|31|Southampton, Hampshire, England|Belfast||10||C|TRUE|V|Saloon Steward|M
Burr, Mr. Ewart|29|Woolston, Hampshire, England|Southampton||||C|FALSE|V|Saloon Steward|M
Burrage, Mr. Alfred|20|Southampton, Hampshire, England|Southampton||13||C|TRUE|V|Plate Steward|M
Butt, Mr. Robert Henry|22|Southampton, Hampshire, England|Southampton|||10MB|C|FALSE|V|Saloon Steward|M
Butterworth, Mr. John|23|Southampton, Hampshire, England|Southampton|||116MB|C|FALSE|V|Saloon Steward|M
Byrne, Mr. J.E.|31|Ilford, London, England|Southampton||||C|FALSE|V|Bedroom Steward|M
Campbell, Mr. Donald S.|25|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Third Class Clerk|M
Carney, Mr. William|31|Liverpool, Lancashire, England|Southampton|||251MB|C|FALSE|V|Lift Steward|M
Cartwright, Mr. James Edward|32|Southampton, Hampshire, England|Belfast|||320M|C|FALSE|V|Saloon Steward|M
Casswill, Mr. Charles|32|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Saloon Steward|M
Caton, Miss Annie|50|London, England|Southampton||11||C|TRUE|V|Turkish Bath Stewardess|F
Caunt, Mr. William Ewart|27|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Grill Cook|M
Cave, Mr. Herbert|34|Southampton, Hampshire, England|Belfast|||218MB|C|FALSE|V|Saloon Steward|M
Cecil, Mr. C.|20|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Steward|M
Chapman, Mr. Joseph Charles|32|Southampton, Hampshire, England|Southampton||9||C|TRUE|V|Boots|M
Charman, Mr. John|25|Southampton, Hampshire, England|Southampton|||185{?}MB[20]|C|FALSE|V|Saloon Steward|M
Cheverton, Mr. William Edward|27|Newport, Pembrokeshire, Wales|Belfast|||334I|C|FALSE|V|Saloon Steward|M
Chitty, Mr. Archibald George|28|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Steward|M
Chitty, Mr. George Henry|52|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Baker|M
Christmas, Mr. H.|33|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Assistant Saloon Steward|M
Coleman, Mr. Albert Edward|28|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Saloon Steward|M
Coleman, Mr. John|57|Itchen, Hampshire, England|Southampton|||112{?}MB[20]|C|FALSE|V|Mess Steward|M
Colgan, Mr. E. Joseph|33|Southampton, Hampshire, England|Southampton||13||C|TRUE|V|Scullion|M
Collins, Mr. John|17|Belfast, Ireland|Southampton||B||C|TRUE|V|Scullion|M
Conway, Mr. P.W.|25|London, England|Belfast||||C|FALSE|V|Saloon Steward|M
Cook, Mr. George|42|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Saloon Steward|M
Coombs, Mr. Augustus Charles|38|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Cook|M
Corben, Mr. Ernest Theodore|27|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Assistant Printer Steward|M
Coutin, Mr. Auguste Louis|28|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Entree Cook|M
Cox, Mr. William Denton|29|Southampton, Hampshire, England|Southampton|||300MB|C|FALSE|V|Steward|M
Crafter, Mr. Frederick|27|Southampton, Hampshire, England|Southampton||15||C|TRUE|V|Saloon Steward|M
Crawford, Mr. Alfred|36|Southampton, Hampshire, England|Belfast||8||C|TRUE|V|Bedroom Steward|M
Crisp, Mr. Albert Hector|35|Southampton, Hampshire, England|Belfast||||C|FALSE|V|Saloon Steward|M
Crispin, Mr. William|32|Eastleigh, Hampshire, England|Southampton||||C|FALSE|V|Glory Hole Steward|M
Crosby, Mr. J. Bertram|42|London, England|Southampton||||C|FALSE|V|Turkish Bath Attendant|M
Crowe, Mr. George Frederick|30|Southampton, Hampshire, England|Southampton||14||C|TRUE|V|Saloon Steward|M
Crumplin, Mr. Charles|35|Southampton, Hampshire, England|Belfast||||C|FALSE|V|Bedroom Steward|M
Cullen, Mr. Charles|45|Southampton, Hampshire, England|Belfast||11||C|TRUE|V|Bedroom Steward|M
Cunningham, Mr. Andrew|35|Southampton, Hampshire, England|Belfast||4||C|TRUE|V|Bedroom Steward|M
Daniels, Mr. Sidney Edward|18|Southsea, Hampshire, England|Southampton||B||C|TRUE|V|Steward|M
Dashwood, Mr. William George|19|Southampton, Hampshire, England|Southampton|||83MB|C|FALSE|V|Saloon Steward|M
Davies, Mr. Gordon Raleigh|33|Southampton, Hampshire, England|Belfast||||C|FALSE|V|Bedroom Steward|M
Davies, Mr. John James|27|Southampton, Hampshire, England|Belfast|||200MB|C|FALSE|V|Extra 2nd Baker|M
Davies, Mr. Robert J.|26|Southampton, Hampshire, England|Belfast|||191MB|C|FALSE|V|Saloon Steward|M
Dean, Mr. George H.|19|Southampton, Hampshire, England|Southampton|||252MB|C|FALSE|V|Assistant Saloon Steward|M
Deeble, Mr. Alfred Arnold|29|Southampton, Hampshire, England|Belfast|||270MB|C|FALSE|V|Saloon Steward|M
Derrett, Mr. Albert|26|Southampton, Hampshire, England|Belfast||||C|FALSE|V|Saloon Steward|M
Deslands, Mr. Percival Stainer|36|Southampton, Hampshire, England|Southampton|||212MB|C|FALSE|V|Saloon Steward|M
Desvernine, Mr. Louis Gabriel|20|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Assistant Pastry Cook|M
Dinenage, Mr. James Richard|47|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Saloon Steward|M
Dodd, Mr. George Charles|44|Southampton, Hampshire, England|Belfast||||C|FALSE|V|Steward|M
Dolby, Mr. Joseph|36|Southampton, Hampshire, England|Belfast||||C|FALSE|V|Reception Room Steward|M
Donoghue, Mr. Frank|35|Southampton, Hampshire, England|Belfast||||C|FALSE|V|Bedroom Steward|M
Doughty, Mr. W.|22|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Saloon Steward|M
Dunford, Mr. William|41|Southampton, Hampshire, England|Southampton|||71MB|C|FALSE|V|Hospital Steward|M
Dyer, Mr. William|31|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Saloon Steward|M
Edbrooke, Mr. F.|24|Portsmouth, Hampshire, England|Southampton||||C|FALSE|V|Steward|M
Ede, Mr. George B.|22|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Steward|M
Edge, Mr. Frederick William|37|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Deck Steward|M
Edwards, Mr. Clement|38|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Assistant Pantryman Steward|M
Egg, Mr. W.H.|34|London, England|Southampton||||C|FALSE|V|Steward|M
Ellis, Mr. John Bertram|30|Southampton, Hampshire, England|Southampton||2||C|TRUE|V|Assistant Vegetable Cook|M
Ennis, Mr. Walter|35|Southport, Lancashire, England|Southampton||||C|FALSE|V|Turkish Bath Attendant|M
Etches, Mr. Henry Samuel|41|Southampton, Hampshire, England|Belfast||5||C|TRUE|V|Bedroom Steward|M
Evans, Mr. George Richard|32|Southampton, Hampshire, England|Belfast||||C|FALSE|V|Saloon Steward|M
Fairall, Mr. Henry|38|Ryde, Isle of Wight, England|Belfast||||C|FALSE|V|Saloon Steward|M
Farrenden, Mr. Ernest John|32|Emsworth, Hampshire, England|Belfast||||C|FALSE|V|Confectioner|M
Faulkner, Mr. William Stephen|37|Southampton, Hampshire, England|Belfast||11||C|TRUE|V|Bedroom Steward|M
Fellowes, Mr. Alfred J.|29|Southampton, Hampshire, England|Belfast|||138MB|C|FALSE|V|Boots|M
Feltham, Mr. G.|36|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Vienna Baker|M
Finch, Mr. Harry|18|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Steward|M
Fletcher, Mr. Peter W.|26|Sholing, Hampshire, England|Belfast||||C|FALSE|V|Bugler Steward|M
Foley, Mr. William C.|26|Southampton, Hampshire, England|Southampton||13||C|TRUE|V|Steward|M
Ford, Mr. Ernest|32|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Steward|M
Ford, Mr. F.|37|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Bedroom Steward|M
Fox, Mr. William Thomas|27|Ealing, London, England|Southampton|||214{?}MB[20]|C|FALSE|V|Steward|M
Franklin, Mr. Alan Vincent|29|Southampton, Hampshire, England|Southampton|||262MB|C|FALSE|V|Saloon Steward|M
Freeman, Mr. Ernest Edward Samuel|43|Southampton, Hampshire, England|Belfast|||239MB|C|FALSE|V|Deck Steward|M
Geddes, Mr. Richard Charles|31|Southampton, Hampshire, England|Southampton||||C|FALSE|V|Bedroom Steward|M
